condition,arm,budget,wandb_id,run_name,delay_k,step,probe,pathway,stage_index,stage_label,target,target_degenerate,test_r2,val_r2,lambda,n_train,n_test,n_features
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::1/state/task_obs,preprocessing,,,proprio,False,0.0633764165917716,0.065399363189149,1000.0,50264,21175,640
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::2/proprioception,preprocessing,,,proprio,False,0.999999794404399,0.9999999493228264,1.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::2/task_obs,preprocessing,,,proprio,False,0.0633764165917716,0.065399363189149,1000.0,50264,21175,640
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,input::current_proprio,reference,,,delta,False,0.5357323904666261,0.5053622720235758,1000.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,input::delayed_proprio,reference,,,delta,False,0.524886261796595,0.5043359115872983,1000.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::3/action/0/proprioception,reference,,,delta,False,0.5357314208502602,0.5053640116175356,1000.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::3/action/1/delay,reference,,,delta,False,0.5248856006945274,0.5043353844376135,1000.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,input::current_proprio,reference,,,proprio,False,0.999999854549904,0.9999999934906836,1.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,input::delayed_proprio,reference,,,proprio,False,0.1088255301822804,0.0865166983567135,1000.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::3/action/0/proprioception,reference,,,proprio,False,0.999999794404399,0.9999999493228264,1.0,50264,21175,277
expfm,explicit,600000000,25io6a70,RodentForwardModel_delay10_eff10-20260811-174250,10,600064000,layer::3/action/1/delay,reference,,,proprio,False,0.1088255301822804,0.0865179632989655,1000.0,50264,21175,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",delta,False,0.8134487002962407,0.7535038007944372,1000.0,44832,18275,1037
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",proprio,False,0.6426124026266236,0.5489103519799345,1000.0,44832,18275,1037
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/0,actor,1.0,pred 1,delta,False,0.510571069311212,0.4872610824318164,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/0,actor,1.0,pred 1,proprio,False,0.687988186674356,0.619260529123355,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/1,actor,2.0,pred 2,delta,False,0.402784226038075,0.3736611020654322,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/1,actor,2.0,pred 2,proprio,False,0.6523940215768771,0.6677376423710116,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/2,actor,3.0,pred 3,delta,False,0.4433015851341049,0.3870700469476767,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.7523815427117603,0.7271822513595857,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.4476457211999833,0.3891502345774528,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.8173328865153257,0.7490517078231514,100.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.4172566824838698,0.3837991690313506,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.8027298951010761,0.7503285769493963,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.3616448943054275,0.2917468808501033,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.6959761621819209,0.5999063547600623,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/1,actor,7.0,dec 2,delta,False,0.267717448613055,0.232514414413327,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/1,actor,7.0,dec 2,proprio,False,0.5416354467488325,0.4945463487513752,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/2,actor,8.0,dec 3,delta,False,0.2727673846994162,0.2196408174826083,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/2,actor,8.0,dec 3,proprio,False,0.5408531739096876,0.4620775627522081,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/3,actor,9.0,dec 4,delta,False,0.2577194210220872,0.2012401867124676,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/3,actor,9.0,dec 4,proprio,False,0.5004353494664762,0.4328798390234255,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/4,actor,10.0,head (76),delta,False,0.1858060515026343,0.1375360938679953,1000.0,44832,18275,76
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/4,actor,10.0,head (76),proprio,False,0.358579643011617,0.2958216962812183,1000.0,44832,18275,76
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/5/action,actor,11.0,action (38),delta,False,0.1708187773339857,0.1131729089897418,1000.0,44832,18275,38
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/5/action,actor,11.0,action (38),proprio,False,0.3071863335765392,0.2201619570560171,1000.0,44832,18275,38
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/0,critic,0.0,critic in (917),delta,False,0.5185766792976707,0.5023027254114107,1000.0,44832,18275,917
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/0,critic,0.0,critic in (917),proprio,False,0.9999999349420278,0.9999999256667694,1.0,44832,18275,917
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/1,critic,1.0,critic 1,delta,False,0.1507828946619783,-0.0738726864620185,1000.0,44832,18275,1024
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/1,critic,1.0,critic 1,proprio,False,0.3158028488584614,0.0371595115869797,1000.0,44832,18275,1024
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/2,critic,2.0,critic 2,delta,False,0.0425542507311189,-0.3445656324015815,1000.0,44832,18275,1024
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/2,critic,2.0,critic 2,proprio,False,0.1493950435513302,-0.3697131462414165,1000.0,44832,18275,1024
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/3,critic,3.0,value (1),delta,False,0.000192215053274,-9.25354843408499e-05,1000.0,44832,18275,1
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/value/3,critic,3.0,value (1),proprio,False,0.0118621124543261,0.0176681854264548,1000.0,44832,18275,1
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,delta,False,0.0005552141770692,6.155621349623885e-05,1000.0,44832,18275,1
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/decoder/5/log_likelihood,diagnostic,,,proprio,False,0.0063364600581655,0.0135454454133534,1.0,44832,18275,1
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),delta,False,0.0057491930191893,-0.0151134585620065,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/0,encoder,0.0,task_obs (640),proprio,False,0.0356964717669999,0.0186478345139503,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,delta,False,-0.0013725311697523,-0.0822061103191951,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/1,encoder,1.0,enc 1,proprio,False,0.0294832530171365,-0.0457355803997663,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,delta,False,-0.0152883510281183,-0.1066769179890188,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/2,encoder,2.0,enc 2,proprio,False,0.025693264216258,-0.0568915182239149,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,delta,False,-0.0079431187579892,-0.0918378472544922,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/3,encoder,3.0,enc 3,proprio,False,0.0441750914934735,-0.0409844071980667,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,delta,False,0.0077224554975212,-0.0867900365837026,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/4,encoder,4.0,enc 4,proprio,False,0.0575746256158424,-0.0292510027274037,1000.0,44832,18275,512
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/5,encoder,5.0,head (64),delta,False,0.0226651608082325,0.0004580506474868,1000.0,44832,18275,64
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/5,encoder,5.0,head (64),proprio,False,0.0660599808347932,0.0592645611225737,1000.0,44832,18275,64
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),delta,False,0.0145189218508783,-0.0001959338298866,1000.0,44832,18275,32
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/task_obs/6,encoder,6.0,latent z (32),proprio,False,0.0358304534551984,0.0301888426007033,1000.0,44832,18275,32
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::0/state/proprioception,preprocessing,,,delta,False,0.5194807633222954,0.5046193814364968,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::0/state/task_obs,preprocessing,,,delta,False,0.0057486240550453,-0.0151116480851389,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::1/state/proprioception,preprocessing,,,delta,False,0.5194788193614706,0.5046170680493882,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::1/state/task_obs,preprocessing,,,delta,False,0.0057491930191893,-0.0151134585620065,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::2/proprioception,preprocessing,,,delta,False,0.5194788193614706,0.5046170680493882,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::2/task_obs,preprocessing,,,delta,False,0.0057491930191893,-0.0151134585620065,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::0/state/proprioception,preprocessing,,,proprio,False,0.9999999332289262,0.9999999248853711,1.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::0/state/task_obs,preprocessing,,,proprio,False,0.0356958346258197,0.0186409896425996,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::1/state/proprioception,preprocessing,,,proprio,False,0.999999938782924,0.9999999305867182,1.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::1/state/task_obs,preprocessing,,,proprio,False,0.0356964717669999,0.0186478345139503,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::2/proprioception,preprocessing,,,proprio,False,0.999999938782924,0.9999999305867182,1.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::2/task_obs,preprocessing,,,proprio,False,0.0356964717669999,0.0186478345139503,1000.0,44832,18275,640
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,input::current_proprio,reference,,,delta,False,0.5194795305666504,0.5046176212506532,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,input::delayed_proprio,reference,,,delta,False,0.5074138872768238,0.4874950362759215,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/proprioception,reference,,,delta,False,0.5194788193614706,0.5046170680493882,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/delay,reference,,,delta,False,0.5074139821041812,0.4874954888951384,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,input::current_proprio,reference,,,proprio,False,0.999999982746106,0.9999999726549368,1.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,input::delayed_proprio,reference,,,proprio,False,0.055564536212192,0.0592345916858492,1000.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/0/proprioception,reference,,,proprio,False,0.999999938782924,0.9999999305867182,1.0,44832,18275,277
expfm,explicit,600000000,48icppj0,RodentForwardModel_delay20_eff20-20260811-174441,20,600064000,layer::3/action/1/delay,reference,,,proprio,False,0.0555642631516861,0.0592339441980187,1000.0,44832,18275,277
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",delta,False,0.7351024352848599,0.7393008755457251,1000.0,36994,14876,2177
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,input::delayed_plus_efference,actor,0.0,"input
(delayed+eff)",proprio,False,0.5303243584912656,0.5137365372849969,1000.0,36994,14876,2177
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/0,actor,1.0,pred 1,delta,False,0.3992761258868753,0.3499285317483308,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/0,actor,1.0,pred 1,proprio,False,0.5707032249027306,0.5715733463905758,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/1,actor,2.0,pred 2,delta,False,0.3513067529879555,0.3205986019896597,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/1,actor,2.0,pred 2,proprio,False,0.5840904185917977,0.6132850513051084,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/2,actor,3.0,pred 3,delta,False,0.3622191450017401,0.3493624432122201,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/2,actor,3.0,pred 3,proprio,False,0.6293567197067389,0.6849752276805328,10.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,delta,False,0.3763651121211376,0.3699826526752029,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/3,actor,4.0,pred 4,proprio,False,0.6805178315802083,0.7146546952180929,100.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),delta,False,0.3729181561470611,0.3658619643715258,1000.0,36994,14876,277
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/predictor/4,actor,5.0,p̂ (277),proprio,False,0.6920452647561508,0.7140137021491071,1000.0,36994,14876,277
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,delta,False,0.3251900389963333,0.3146508211862299,1000.0,36994,14876,512
expfm,explicit,600000000,6cbzq5on,RodentForwardModel_delay50_eff50-20260811-180113,50,600064000,layer::3/action/1/decoder/0,actor,6.0,dec 1,proprio,False,0.618318030001144,0.6280002081254645,1000.0,36994,14876,512
